id,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,assertion,missing_evidence,evidence_artifact_status,message
tap_count_probe,Sourcera_Master_Spec.md,68173,M.5.59 v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition},blocker,mobile_workflow_efficiency,spec_binding_pending_pack_m21_3,m21_3,ui_e2e + nightly_full_sweep,"Every §38.8.4 top-20 and destructive-exception mobile workflow MUST satisfy its tap ceiling on qualifying PRs, nightly full sweep, and release gate.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",.github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing,"Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
cross_console_shared_ui_preference_firewall,Sourcera_Master_Spec.md,68180,M.5.59 v7.2.0-REM Phase 38 Responsive / Mobile P1 addition (D-38-001 / -002 / -003 / -004 / -005 / -006 / -009 / -020 closure) {#m-5-59-v72rem-phase-38-responsive-mobile-p1-addition},blocker,cross_console_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"UserUIPreference serializers MUST return only active-console `last_observed_breakpoint_tier_by_console_json` values and MUST NOT leak contralateral console activity through customer clients, Console Bridge, public APIs, or PostHog customer projects.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
core_web_vitals_in_app_lighthouse_ci,Sourcera_Master_Spec.md,68193,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,synthetic_monitor,spec_binding_pending_pack_m21_3,m21_3,lighthouse_ci + synthetic_monitor,"Buyer Console, Seller Console, authenticated Marketplace, and Ops Console MUST satisfy the §44.1 in-app Core Web Vitals rows on desktop and mobile fixtures; failures block release unless an incident-window exclusion is recorded per §42.6.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",.github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing,"Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
api_latency_p95_regression,Sourcera_Master_Spec.md,68194,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,runtime_property_test,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,Non-Agent API p95 / p99 latency budgets from §44.1 and §44.5 MUST be asserted against production canary telemetry and load-test fixtures.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
convex_reactivity_slo_regression,Sourcera_Master_Spec.md,68195,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,runtime_property_test,spec_binding_pending_pack_m11_3,m11_3,runtime_test,Collaborative-scoring and general Convex reactive-query commit-to-render SLOs MUST satisfy §44.1 / §7.5.3 row bindings without WebSocket-delta-only measurement drift.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
agent_budget_breach,Sourcera_Master_Spec.md,68196,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,runtime_property_test,spec_binding_pending_pack_m11_3,m11_3,runtime_test + eval_harness,"Agent direct-invocation hard timeouts, retry budgets, and capability-specific §44.1 / §22.10 budgets MUST fail closed on timeout / retry drift and surface graceful degradation.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
load_test_sla_breach,Sourcera_Master_Spec.md,68197,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,synthetic_monitor,spec_binding_pending_pack_m21_3,m21_3,monthly_load + quarterly_spike + endurance,"§44.4 monthly, quarterly spike, and endurance load tests MUST publish artifacts and block release when the relevant §44.1 / §44.5 budgets breach outside an approved §42.6 incident window.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",.github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing,"Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
bundle_size_budget_in_app,Sourcera_Master_Spec.md,68198,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,spec_tree_lint,spec_binding_pending_pack_m21_3,m21_3,build_check + pr_lint,Authenticated route bundles MUST stay within the §44.1 mobile initial-JS and in-app Core Web Vitals budgets; deferred panels must be code-split and excluded only when they are not part of first interaction.,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",.github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing,"Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
solo_absorption_cap_enforced,Sourcera_Master_Spec.md,68201,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,cross_feature_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,"When `SoloEnvelopeCounter.current_period_consumed_value_dollars` reaches `absorption_cap_value_dollars`, new non-critical Solo AIOperation invocations MUST fail closed or return the standard degraded AI result; `never_throttle` carve-outs are limited to §44.6.3.A.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_absorption_cap_counter_state_contract,Sourcera_Master_Spec.md,68203,M.5.60 v7.2.0-REM Phase 44 Performance / Solo P1 addition (D-44-001 / -003 / -005 / -006 / -008 closure) {#m-5-60-v72rem-phase-44-performance-solo-p1-addition},blocker,state_machine_contract,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"§4.8.14 `SoloEnvelopeCounter` MUST include `absorption_cap_value_dollars`, `absorption_cap_reached_at`, and `throttling_state='absorption_cap_reached'`; rollover / upgrade / per-eval / per-bid renewal must reset or replace the cap state before accepting new Solo work.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
bid_workspace_deal_size_band_firewall,Sourcera_Master_Spec.md,68219,M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition},blocker,cross_console_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,"Seller-side Bid Workspace materialization may carry only Appendix J `bid_workspace_deal_size_band`; raw buyer deal value, budget, TCO, and cost-model fields MUST be absent from seller projections and Console Bridge payloads.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
first_pass_high_stakes_band_only,Sourcera_Master_Spec.md,68220,M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition},blocker,cross_feature_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"`first_pass_high_stakes` classification MUST use `deal_size_band ∈ {enterprise, strategic}`, seller opt-in, or compliance-critical tags and MUST NOT read buyer-side raw estimated value.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
pro_trial_no_refund_after_vendor_notification,Sourcera_Master_Spec.md,68221,M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition},blocker,state_machine_contract,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"`expired_unaccepted`, post-dispatch `buyer_revoked`, and post-notification fraud terminal paths MUST leave `pool_refund_applied=false`; only pre-notification refund-eligible transitions may restore buyer pool capacity.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
wallet_autotopup_ops_override_bounds,Sourcera_Master_Spec.md,68222,M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition},blocker,entitlement_billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,"Customer auto-topup writes MUST bind to the self-serve §4.8.3 ceiling; Enterprise Ops override writes through §4.8.3.B / §50.23 may exceed it only up to the absolute maximum with approval, reason, audit, webhook, and customer notification.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
wallet_free_free_additive_pool,Sourcera_Master_Spec.md,68224,M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition},blocker,entitlement_billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,Buyer Free + Seller Free MUST materialize one Org-scoped AIWallet with $10 included-budget value and no per-console wallet partition; downgrade from paid+Free to Free+Free MUST recalculate to $10 at billing rollover.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
wallet_free_paid_additive_pool_solo_exception,Sourcera_Master_Spec.md,68225,M.5.61 v7.2.0-REM Phase DEC Decision-Divergence P1 addition (D-DEC-001 / -002 / -004 / -005 / -007 / -008 closure) {#m-5-61-v72rem-phase-dec-decision-divergence-p1-addition},blocker,entitlement_billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,Free+customer-visible-paid combinations MUST add the Free budget to the paid AIWallet pool while Solo+Free and Solo+Paid MUST continue excluding Solo's engine-side envelope and must not render a customer-visible Solo wallet balance.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_solo_onboarding_consumption_invisibility,Sourcera_Master_Spec.md,68237,M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition},blocker,tier_visibility_integrity,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,"§49.1.5 / §49.1.6 / §49.1.7 Seller Solo surfaces MUST hide AIWallet, value-dollar, rate-card, wallet-exhaustion, and envelope-pressure UI while preserving engine-side AIOperation writes per §44.6.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_solo_per_bid_charge_stage_binding,Sourcera_Master_Spec.md,68238,M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition},blocker,entitlement_billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,Seller Solo per-bid charge capture MUST occur on Stage-5 Submit per §34.2.5 before buyer delivery; failed capture MUST keep the Bid Workspace in `solo_per_bid_charge_pending` and MUST NOT advance Stage 6.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_onboarding_provider_outage_visible,Sourcera_Master_Spec.md,68242,M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition},blocker,observability_contract,spec_binding_pending_pack_m11_3,m11_3,runtime_test,"Convex, PostHog, and Loops.so outage simulations MUST produce §49.1.7.A failure behavior and §42 / §51 alerting without silent dashboard drift.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
seller_onboarding_stage3_abandonment_allowance_not_debited,Sourcera_Master_Spec.md,68243,M.5.62 v7.2.0-REM Phase 5.7 Seller Onboarding Residual P1 addition (D-5.7-006 / -008 / -009 / -011 / -015 / -016 / -024 closure) {#m-5-62-v72rem-phase-5-7-seller-onboarding-residual-p1-addition},blocker,entitlement_billing_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test,Stage-3 `first_pass_responses` batches cancelled before the §34.10.4 allowance-debit predicate MUST preserve partial drafts and MUST NOT consume the lifetime-free allowance.,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
audit_event_residency_partitioning_bound,Sourcera_Master_Spec.md,68262,M.5.63 v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition},blocker,residency_integrity,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,"AuditEvent writes, exports, hash-chain partitions, and Ops reads MUST bind to the owning Org / Workspace / Bid Workspace residency and reject cross-region export/signing with `audit_export_residency_mismatch`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_export_delivery_residency_bound,Sourcera_Master_Spec.md,68263,M.5.63 v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition},blocker,privacy_residency_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,"DSAR export archives, manifests, download URLs, and re-issues MUST use `DSARRequest.data_residency_region`; residency migration must revoke and regenerate ready URLs in the authoritative region.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
observability_residency_routing_bound,Sourcera_Master_Spec.md,68264,M.5.63 v7.2.0-REM Phase 9.3 Residency P1 addition (D-RES-003 / -005 / -006 / -007 / -009 / -010 closure; D-RES-008 stale-status sync) {#m-5-63-v72rem-phase-9-3-residency-p1-addition},blocker,observability_contract,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,"Datadog, Sentry, PostHog, Loops.so, and Zendesk routing tables MUST cover `us`, `eu`, `apac`, and `custom`, and MUST reject customer bodies/artifacts in global provider planes.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
appendix_g_legacy_alias_retirement_enforced,Sourcera_Master_Spec.md,68278,M.5.64 v7.2.0-REM Phase 9.1 Appendix G Residual P1 addition (D-9.1-007 / -008 / -016 / -019 closure; D-9.1-002 adjacent P2 closure) {#m-5-64-v72rem-phase-9-1-appendix-g-residual-p1-addition},blocker,deprecation_contract,spec_binding_pending_pack_m02_3,m02_3,pr_lint + runtime_test,"Legacy Hero Moment aliases marked ""REMOVED at v7.1.0"" MUST NOT be emitted or consumed by active dashboards; any runtime emission produces `usage_analytics_alias_retirement_overdue`.",tools/spec-lint/gates/appendix_g_legacy_alias_retirement_enforced.ts,tools/spec-lint/gates/appendix_g_legacy_alias_retirement_enforced.ts:missing,Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/appendix_g_legacy_alias_retirement_enforced.ts.
protected_asset_archive_state_canonical,Sourcera_Master_Spec.md,68294,M.5.65 v7.2.0-REM Phase 34.19 Residual Plan Upgrade / Downgrade P1 addition (D-34.19-006 / -007 / -009 / -010 / -018 closure; D-V7-004 / D-V7-009 overlap) {#m-5-65-v72rem-phase-34-19-residual-plan-upgrade-downgrade-p1-addition},blocker,retention_privacy_invariant,spec_binding_pending_pack_m02_3,m02_3,deploy_validator + runtime_test,"Class-1 protected buckets MUST transition from `archive_pending` to `archived_class_1_protected`, carry `archive_retention_horizon_years` and `self_service_restore_until`, and MUST NOT enter standard `archived`.",tools/spec-lint/gates/protected_asset_archive_state_canonical.ts,tools/spec-lint/gates/protected_asset_archive_state_canonical.ts:missing,Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/protected_asset_archive_state_canonical.ts.
protected_asset_purge_guard,Sourcera_Master_Spec.md,68295,M.5.65 v7.2.0-REM Phase 34.19 Residual Plan Upgrade / Downgrade P1 addition (D-34.19-006 / -007 / -009 / -010 / -018 closure; D-V7-004 / D-V7-009 overlap) {#m-5-65-v72rem-phase-34-19-residual-plan-upgrade-downgrade-p1-addition},blocker,privacy_safety_invariant,spec_binding_pending_pack_m02_3,m02_3,api_contract_test + deploy_validator,Customer-initiated hard-delete of a Class-1 protected bucketed asset MUST fail with Appendix I `protected_asset_purge_forbidden`; legal / DSAR purge may proceed only through §6.8 / §40.2 audited workflows.,tools/spec-lint/gates/protected_asset_purge_guard.ts,tools/spec-lint/gates/protected_asset_purge_guard.ts:missing,Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/protected_asset_purge_guard.ts.
integration_export_payload_allowlist,Sourcera_Master_Spec.md,68322,M.5.67 v7.2.0-REM Phase 8.2 Integration Export API P1 addition (D-8.2-019 closure) {#m-5-67-v72rem-phase-8-2-integration-export-api-p1-addition},blocker,privacy_firewall_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + pr_lint,"Integration-export target payloads MUST exclude credential material, internal comments, internal scores and scoring rationale, draft Selection Report text, non-winning vendor data, Marketplace Match Score internals, provider response bodies, and raw provider error bodies.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
cmek_rotation_runtime_evidence,Sourcera_Master_Spec.md,68349,M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition},blocker,runtime_property_test,spec_binding_pending_pack_m11_3,m11_3,runtime_test + release_stamp,"CMEK validate, rotate, revoke, paused-decrypt, restored-decrypt, audit-event, and provider-outage paths MUST pass against real key-provider fixtures before Enterprise CMEK can be claimed.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
field_encryption_plaintext_egress_guard,Sourcera_Master_Spec.md,68350,M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition},blocker,privacy_security_invariant,spec_binding_pending_pack_m11_3,m11_3,runtime_test + deploy_validator,"Active FieldEncryptionPolicy fields MUST NOT egress plaintext to logs, PostHog, webhooks, emails, exports, or provider prompts except through explicitly authorized §6.8 / §40.4 paths.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",.github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing,"Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
video_demo_transcript_pii_redaction,Sourcera_Master_Spec.md,68354,M.5.69 v7.1.1 Full-Scope Capability Remediation addition (2026-07-07) {#m-5-69-v711-full-scope-capability-remediation-addition},blocker,privacy_security_invariant,spec_binding_pending_pack_m21_3,m21_3,runtime_test + deploy_validator,"VideoDemoAsset playback and AI summary MUST remain blocked until scan, transcript generation, PII redaction, visibility, retention, and residency checks pass.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",.github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing,"Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
