id,blocker_kind,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,execution_context,assertion,missing_evidence,evidence_artifact_status,evidence_posture,message
"cross_org_guest_sso_bypass_blocked","runtime_evidence","Sourcera_Master_Spec.md","71867","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","3V","spec_binding_pending_pack_m11_3","m11_3","§6.5.1 email-domain-match check at §6.5 email+password authentication.","§6.5.1 email-domain-match check at §6.5 email+password authentication.","Every email+password attempt MUST run the email-domain-match check against verified-domain claims of every Org other than the inviting Org; on match, return HTTP 403 `sso_bypass_blocked_email_domain_match`.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"workos_raw_attributes_not_consumed","runtime_evidence","Sourcera_Master_Spec.md","71876","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","3V+ (WorkOS integration)","spec_binding_pending_pack_m02_3","m02_3","Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/workos_raw_attributes_not_consumed.ts`; `tests/security/workos_raw_attributes_not_consumed.spec.ts`.","Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/workos_raw_attributes_not_consumed.ts`; `tests/security/workos_raw_attributes_not_consumed.spec.ts`.","No code path MAY read `Directory User.raw_attributes` (deprecated effective 2026-04-15). Consume `custom_attributes` and predefined attributes only. All three named artifacts plus positive/negative fixtures and a current run receipt are required for promotion.","Execution context requires: Future deploy/static chain: `.github/workflows/deploy-validator.yml`; `convex/deploy_validators/workos_raw_attributes_not_consumed.ts`; `tests/security/workos_raw_attributes_not_consumed.spec.ts`.","no named local artifact path","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. No candidate path is inferred; use the row execution context and assertion."
"workos_predefined_attributes_consumed","runtime_evidence","Sourcera_Master_Spec.md","71877","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","3V+","spec_binding_pending_pack_m11_3","m11_3","SCIM webhook handler tests.","SCIM webhook handler tests.","The SCIM webhook handler MUST populate `display_name`, `employee_number`, `manager_id`, `manager_name`, `phone_numbers_json`, `organization_attribute` on the §4.2.3 User row within 60 seconds of `user_updated` webhook delivery.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"workos_groups_api_membership_consistency","runtime_evidence","Sourcera_Master_Spec.md","71878","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","3V+","spec_binding_pending_pack_m11_3","m11_3","WorkOS Groups API webhook delivery integration tests.","WorkOS Groups API webhook delivery integration tests.","Every `group.created` / `group.updated` / `group.deleted` / `group.member.added` / `group.member.removed` webhook MUST be reflected on §4.2.5 Group row + §4.2.2 OrgMembership.`workos_group_ids` array within 60 seconds. Property test on a 1,000-event synthetic stream.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"workos_directory_group_role_assignment_precedence","runtime_evidence","Sourcera_Master_Spec.md","71879","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","3V+","spec_binding_pending_pack_m11_3","m11_3","Role-resolution code paths (static analysis + property test).","Role-resolution code paths (static analysis + property test).","When a member holds both SCIM directory-group → role and SSO-assertion-driven role bindings, the SCIM directory-group binding MUST take precedence per WorkOS April 2026 contract.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_aggregate_recompute_synchronous","runtime_evidence","Sourcera_Master_Spec.md","71886","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m11_3","m11_3","DSAR cascade-walker code paths + cascade-transaction property tests.","DSAR cascade-walker code paths + cascade-transaction property tests.","Cascade walker MUST emit `dsar.cascade.aggregate_recompute_required` per affected cohort tuple before advancing to `dsar.cascade.row_redacted`; per-cohort recompute MUST complete within P99 ≤ 60 seconds. Recompute failure MUST emit `dsar_cascade_aggregate_recompute_failed` (HTTP 503) and route to §6.8.4.6 partial-failure path.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_aggregate_recompute_suppression_completeness","runtime_evidence","Sourcera_Master_Spec.md","71887","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m11_3","m11_3","QA test pack against §4.4.18 / §4.4.12 / §4.4.15 / §4.4.16 entity recompute mutations.","QA test pack against §4.4.18 / §4.4.12 / §4.4.15 / §4.4.16 entity recompute mutations.","Cohort recompute that drives post-recompute cohort size below per-entity `k_anon_floor` MUST suppress the cell within the cascade transaction.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_aggregate_recompute_backstop_drift","runtime_evidence","Sourcera_Master_Spec.md","71888","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m21_3","m21_3","Datadog metric on the §4.4.18 / §4.4.12 / §4.4.15 / §4.4.16 nightly sweep.","Datadog metric on the §4.4.18 / §4.4.12 / §4.4.15 / §4.4.16 nightly sweep.","The nightly defense-in-depth backstop sweep MUST emit `dsar_cascade_aggregate_recompute_backstop_drift = 0` per scan-pass; positive values indicate a synchronous-cascade miss and trigger SEV-3 PagerDuty alert.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dsar_cascade_bridge_payload_body_pii_sweep_completeness","runtime_evidence","Sourcera_Master_Spec.md","71889","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m11_3","m11_3","DSAR cascade-walker code paths + cascade-transaction property tests.","DSAR cascade-walker code paths + cascade-transaction property tests.","Cascade walker MUST invoke §48.4.4 PII detector on every free-text field listed in §6.8.4.5 sweep scope for every Bridge Event row in the cascade plan. Sweep failure MUST emit `dsar_cascade_body_pii_sweep_failed` (HTTP 503) and route to §6.8.4.6 partial-failure path.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_bridge_redaction_hash_recompute","runtime_evidence","Sourcera_Master_Spec.md","71890","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m11_3","m11_3","Bridge Event row write tests post-cascade.","Bridge Event row write tests post-cascade.","Detected PII spans replaced with `[REDACTED_DSAR]` sentinel MUST trigger `redaction_verification_hash` recomputation per §4.7.1.1.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"bridge_payload_body_pii_sweep_buyer_seller_parity","runtime_evidence","Sourcera_Master_Spec.md","71892","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m11_3","m11_3","QA test pack against §22.3.1 + §6.8.4.5 sweep paths.","QA test pack against §22.3.1 + §6.8.4.5 sweep paths.","Buyer-side body-redaction sweep (§6.8.4.5) and seller-side body-redaction sweep (§22.3.1) MUST produce structurally-symmetric `redaction_state` post-cascade for matched Q&A bodies and Bridge Event payloads.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_partial_failure_pagerduty_sla","runtime_evidence","Sourcera_Master_Spec.md","71893","M.5.4 Catalog index {#m-5-4-catalog-index}","blocker","V9","spec_binding_pending_pack_m11_3","m11_3","Datadog synthetic test against `dsar.cascade.partial_failure` event emission + PagerDuty webhook.","Datadog synthetic test against `dsar.cascade.partial_failure` event emission + PagerDuty webhook.","`dsar.cascade.partial_failure` MUST trigger PagerDuty page on `dsar-ops` queue at SEV-2 within 60 seconds of pause.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
